model_name,target_layer,pair_id,pair_class,domain,valence_status,opposition_status,word_A,word_B,template_name,alpha_raw,alpha_norm,vaa_projection_AB,vaa_projection_BA,vaa_projection_delta,abs_vaa_projection_delta,vaa_projection_unit_AB,vaa_projection_unit_BA,vaa_projection_unit_delta,abs_vaa_projection_unit_delta,vaa_projection_cosine_AB,vaa_projection_cosine_BA,vaa_projection_cosine_delta,abs_vaa_projection_cosine_delta,activation_norm_AB,activation_norm_BA
gemma2_9b,22,neutral_nonopposite::neutral::000,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,apple,banana,preference_control,0.0,0.0,-4.914789199829102,-5.927488327026367,1.0126991271972656,1.0126991271972656,-4.914789199829102,-5.927488327026367,1.0126991271972656,1.0126991271972656,-0.0142713673412799,-0.0169090311974287,0.0026376638561487,0.0026376638561487,344.381103515625,350.5516052246094
gemma2_9b,22,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,pear,plum,preference_control,0.0,0.0,-8.856948852539062,-8.249695777893066,-0.6072530746459961,0.6072530746459961,-8.856948852539062,-8.249695777893066,-0.6072530746459961,0.6072530746459961,-0.0259142629802227,-0.0241276193410158,-0.0017866436392068,0.0017866436392068,341.7789306640625,341.919189453125
gemma2_9b,22,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,grape,melon,preference_control,0.0,0.0,-8.218183517456055,-8.999124526977539,0.7809410095214844,0.7809410095214844,-8.218183517456055,-8.999124526977539,0.7809410095214844,0.7809410095214844,-0.0237922500818967,-0.0263265632092952,0.0025343131273984,0.0025343131273984,345.414306640625,341.8267822265625
gemma2_9b,22,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cat,dog,preference_control,0.0,0.0,-8.392680168151855,-7.142202377319336,-1.2504777908325195,1.2504777908325195,-8.392680168151855,-7.142202377319336,-1.2504777908325195,1.2504777908325195,-0.0243676677346229,-0.0208040419965982,-0.0035636257380247,0.0035636257380247,344.418701171875,343.30841064453125
gemma2_9b,22,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,horse,goat,preference_control,0.0,0.0,-14.046001434326172,-13.729289054870604,-0.3167123794555664,0.3167123794555664,-14.046001434326172,-13.729289054870604,-0.3167123794555664,0.3167123794555664,-0.0415759421885013,-0.0402582362294197,-0.0013177059590816,0.0013177059590816,337.8396301269531,341.03057861328125
gemma2_9b,22,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,sheep,deer,preference_control,0.0,0.0,-13.676471710205078,-14.871399879455566,1.1949281692504885,1.1949281692504885,-13.676471710205078,-14.871399879455566,1.1949281692504885,1.1949281692504885,-0.0407253019511699,-0.0442740432918071,0.0035487413406372,0.0035487413406372,335.8224792480469,335.8943176269531
gemma2_9b,22,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,robin,sparrow,preference_control,0.0,0.0,-11.907726287841797,-14.277225494384766,2.3694992065429688,2.3694992065429688,-11.907726287841797,-14.277225494384766,2.3694992065429688,2.3694992065429688,-0.0350778587162494,-0.0423390083014965,0.007261149585247,0.007261149585247,339.4656066894531,337.21209716796875
gemma2_9b,22,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,table,chair,preference_control,0.0,0.0,-10.890059471130373,-14.809646606445312,3.919587135314941,3.919587135314941,-10.890059471130373,-14.809646606445312,3.919587135314941,3.919587135314941,-0.0317052789032459,-0.0435122475028038,0.0118069685995578,0.0118069685995578,343.4778137207031,340.3558044433594
gemma2_9b,22,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,fork,spoon,preference_control,0.0,0.0,-10.144322395324709,-11.04228401184082,0.8979616165161133,0.8979616165161133,-10.144322395324709,-11.04228401184082,0.8979616165161133,0.8979616165161133,-0.0295855030417442,-0.0320362523198127,0.0024507492780685,0.0024507492780685,342.88153076171875,344.680908203125
gemma2_9b,22,neutral_nonopposite::neutral::009,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cup,bowl,preference_control,0.0,0.0,-14.014780044555664,-15.32623291015625,1.311452865600586,1.311452865600586,-14.014780044555664,-15.32623291015625,1.311452865600586,1.311452865600586,-0.0412769317626953,-0.0452635325491428,0.0039866007864475,0.0039866007864475,339.53057861328125,338.6000061035156
gemma2_9b,22,neutral_nonopposite::neutral::010,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,clock,lamp,preference_control,0.0,0.0,-16.586750030517578,-15.17459487915039,-1.4121551513671875,1.4121551513671875,-16.586750030517578,-15.17459487915039,-1.4121551513671875,1.4121551513671875,-0.0490050800144672,-0.044657576829195,-0.0043475031852722,0.0043475031852722,338.4700012207031,339.79888916015625
gemma2_9b,22,neutral_nonopposite::neutral::011,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,door,window,preference_control,0.0,0.0,-12.71212673187256,-13.091429710388184,0.379302978515625,0.379302978515625,-12.71212673187256,-13.091429710388184,0.379302978515625,0.379302978515625,-0.0372349135577678,-0.0382425859570503,0.0010076723992824,0.0010076723992824,341.4034118652344,342.3259582519531
gemma2_9b,22,neutral_nonopposite::neutral::012,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,river,lake,preference_control,0.0,0.0,-19.143733978271484,-18.404865264892575,-0.7388687133789062,0.7388687133789062,-19.143733978271484,-18.404865264892575,-0.7388687133789062,0.7388687133789062,-0.0571438036859035,-0.0551665462553501,-0.0019772574305534,0.0019772574305534,335.0097961425781,333.6236572265625
gemma2_9b,22,neutral_nonopposite::neutral::013,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,ocean,mountain,preference_control,0.0,0.0,-6.589771270751953,-8.765615463256836,2.175844192504883,2.175844192504883,-6.589771270751953,-8.765615463256836,2.175844192504883,2.175844192504883,-0.0190803464502096,-0.025455905124545,0.0063755586743354,0.0063755586743354,345.3695983886719,344.3450622558594
gemma2_9b,22,neutral_nonopposite::neutral::014,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,island,valley,preference_control,0.0,0.0,-15.97248077392578,-16.54731559753418,0.5748348236083984,0.5748348236083984,-15.97248077392578,-16.54731559753418,0.5748348236083984,0.5748348236083984,-0.047357939183712,-0.0492892377078533,0.0019312985241413,0.0019312985241413,337.2714538574219,335.7186279296875
gemma2_9b,22,neutral_nonopposite::neutral::015,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,algebra,geometry,preference_control,0.0,0.0,-5.269853591918945,-6.750612258911133,1.4807586669921875,1.4807586669921875,-5.269853591918945,-6.750612258911133,1.4807586669921875,1.4807586669921875,-0.0154377166181802,-0.0198581777513027,0.0044204611331224,0.0044204611331224,341.3622436523437,339.941162109375
gemma2_9b,22,neutral_nonopposite::neutral::016,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,physics,chemistry,preference_control,0.0,0.0,-7.058387756347656,-6.781861305236816,-0.2765264511108398,0.2765264511108398,-7.058387756347656,-6.781861305236816,-0.2765264511108398,0.2765264511108398,-0.0202200841158628,-0.019495204091072,-0.0007248800247907,0.0007248800247907,349.0780639648437,347.8733215332031
gemma2_9b,22,neutral_nonopposite::neutral::017,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,history,geography,preference_control,0.0,0.0,-4.3126220703125,-4.836154937744141,0.5235328674316406,0.5235328674316406,-4.3126220703125,-4.836154937744141,0.5235328674316406,0.5235328674316406,-0.012609589844942,-0.0139389485120773,0.0013293586671352,0.0013293586671352,342.01129150390625,346.95263671875
gemma2_9b,22,neutral_nonopposite::neutral::018,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,soccer,basketball,preference_control,0.0,0.0,-6.180986404418945,-7.1667327880859375,0.9857463836669922,0.9857463836669922,-6.180986404418945,-7.1667327880859375,0.9857463836669922,0.9857463836669922,-0.0177772715687751,-0.0204977318644523,0.0027204602956771,0.0027204602956771,347.6903686523437,349.6354064941406
gemma2_9b,22,neutral_nonopposite::neutral::019,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,tennis,baseball,preference_control,0.0,0.0,-7.60091495513916,-6.075977325439453,-1.524937629699707,1.524937629699707,-7.60091495513916,-6.075977325439453,-1.524937629699707,1.524937629699707,-0.0218579117208719,-0.0174698941409587,-0.0043880175799131,0.0043880175799131,347.7420349121094,347.7970275878906
gemma2_9b,22,neutral_nonopposite::neutral::020,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,train,airplane,preference_control,0.0,0.0,-13.485115051269531,-11.704158782958984,-1.7809562683105469,1.7809562683105469,-13.485115051269531,-11.704158782958984,-1.7809562683105469,1.7809562683105469,-0.0387442670762538,-0.0339786559343338,-0.00476561114192,0.00476561114192,348.0544738769531,344.4562072753906
gemma2_9b,22,neutral_nonopposite::neutral::021,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,bus,tram,preference_control,0.0,0.0,-15.598756790161133,-15.716449737548828,0.1176929473876953,0.1176929473876953,-15.598756790161133,-15.716449737548828,0.1176929473876953,0.1176929473876953,-0.0459644608199596,-0.0462883710861206,0.0003239102661609,0.0003239102661609,339.3656005859375,339.533447265625
gemma2_9b,22,neutral_nonopposite::neutral::022,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,tea,coffee,preference_control,0.0,0.0,-4.8303985595703125,-3.4342823028564453,-1.3961162567138672,1.3961162567138672,-4.8303985595703125,-3.4342823028564453,-1.3961162567138672,1.3961162567138672,-0.0137380314990878,-0.009784473106265,-0.0039535583928227,0.0039535583928227,351.6077575683594,350.9930725097656
gemma2_9b,22,neutral_nonopposite::neutral::023,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,red,blue,preference_control,0.0,0.0,-11.652420997619627,-11.192058563232422,-0.460362434387207,0.460362434387207,-11.652420997619627,-11.192058563232422,-0.460362434387207,0.460362434387207,-0.0333473682403564,-0.0319825895130634,-0.001364778727293,0.001364778727293,349.4255065917969,349.9422302246094
gemma2_9b,22,neutral_nonopposite::neutral::024,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,green,yellow,preference_control,0.0,0.0,-11.460077285766602,-11.125269889831545,-0.3348073959350586,0.3348073959350586,-11.460077285766602,-11.125269889831545,-0.3348073959350586,0.3348073959350586,-0.033427532762289,-0.0322042033076286,-0.0012233294546604,0.0012233294546604,342.8334655761719,345.4601745605469
gemma2_9b,22,neutral_opposite::neutral::000,neutral_opposite,neutral_opposite,neutral,opposite,convex,concave,preference_control,0.0,0.0,-22.44579315185547,-22.214933395385746,-0.2308597564697265,0.2308597564697265,-22.44579315185547,-22.214933395385746,-0.2308597564697265,0.2308597564697265,-0.0681713819503784,-0.0674609839916229,-0.0007103979587554,0.0007103979587554,329.25537109375,329.30047607421875
gemma2_9b,22,neutral_opposite::neutral::001,neutral_opposite,neutral_opposite,neutral,opposite,interior,exterior,preference_control,0.0,0.0,-16.25543975830078,-15.3780517578125,-0.8773880004882812,0.8773880004882812,-16.25543975830078,-15.3780517578125,-0.8773880004882812,0.8773880004882812,-0.0479217544198036,-0.0456431098282337,-0.0022786445915699,0.0022786445915699,339.2079467773437,336.9194641113281
