model_name,target_layer,pair_id,pair_class,domain,valence_status,opposition_status,word_A,word_B,template_name,alpha_raw,alpha_norm,vaa_projection_AB,vaa_projection_BA,vaa_projection_delta,abs_vaa_projection_delta,vaa_projection_unit_AB,vaa_projection_unit_BA,vaa_projection_unit_delta,abs_vaa_projection_unit_delta,vaa_projection_cosine_AB,vaa_projection_cosine_BA,vaa_projection_cosine_delta,abs_vaa_projection_cosine_delta,activation_norm_AB,activation_norm_BA
mistral_7b,14,neutral_nonopposite::neutral::000,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,apple,banana,preference_control,0.0,0.0,-0.1687204390764236,-0.1118864268064498,-0.0568340122699737,0.0568340122699737,-0.1687204390764236,-0.1118864268064498,-0.0568340122699737,0.0568340122699737,-0.0415275916457176,-0.0279497001320123,-0.0135778915137052,0.0135778915137052,4.062851428985596,4.0031352043151855
mistral_7b,14,neutral_nonopposite::neutral::001,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,pear,plum,preference_control,0.0,0.0,-0.1758905202150344,-0.1947313696146011,0.0188408493995666,0.0188408493995666,-0.1758905202150344,-0.1947313696146011,0.0188408493995666,0.0188408493995666,-0.0439421795308589,-0.0480053015053272,0.0040631219744682,0.0040631219744682,4.002771854400635,4.056455612182617
mistral_7b,14,neutral_nonopposite::neutral::002,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,grape,melon,preference_control,0.0,0.0,-0.2097011804580688,-0.2356114238500595,0.0259102433919906,0.0259102433919906,-0.2097011804580688,-0.2356114238500595,0.0259102433919906,0.0259102433919906,-0.0507988259196281,-0.0575473457574844,0.0067485198378562,0.0067485198378562,4.128071308135986,4.094218730926514
mistral_7b,14,neutral_nonopposite::neutral::003,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cat,dog,preference_control,0.0,0.0,-0.2163801342248916,-0.2162544280290603,-0.0001257061958312,0.0001257061958312,-0.2163801342248916,-0.2162544280290603,-0.0001257061958312,0.0001257061958312,-0.0541740879416465,-0.0540763400495052,-9.774789214134216e-05,9.774789214134216e-05,3.994163036346436,3.9990580081939697
mistral_7b,14,neutral_nonopposite::neutral::004,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,horse,goat,preference_control,0.0,0.0,-0.2558126151561737,-0.2264647483825683,-0.0293478667736053,0.0293478667736053,-0.2558126151561737,-0.2264647483825683,-0.0293478667736053,0.0293478667736053,-0.0633152425289154,-0.0560165382921695,-0.0072987042367458,0.0072987042367458,4.0403008460998535,4.042819499969482
mistral_7b,14,neutral_nonopposite::neutral::005,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,sheep,deer,preference_control,0.0,0.0,-0.2645890712738037,-0.2546651363372803,-0.0099239349365234,0.0099239349365234,-0.2645890712738037,-0.2546651363372803,-0.0099239349365234,0.0099239349365234,-0.0656028538942337,-0.0631022453308105,-0.0025006085634231,0.0025006085634231,4.033194541931152,4.0357537269592285
mistral_7b,14,neutral_nonopposite::neutral::006,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,robin,sparrow,preference_control,0.0,0.0,-0.1920114159584045,-0.1796337366104126,-0.0123776793479919,0.0123776793479919,-0.1920114159584045,-0.1796337366104126,-0.0123776793479919,0.0123776793479919,-0.047484491020441,-0.0443565659224987,-0.0031279250979423,0.0031279250979423,4.043665885925293,4.049766540527344
mistral_7b,14,neutral_nonopposite::neutral::007,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,table,chair,preference_control,0.0,0.0,-0.1511450409889221,-0.1828964203596115,0.0317513793706893,0.0317513793706893,-0.1511450409889221,-0.1828964203596115,0.0317513793706893,0.0317513793706893,-0.0374728068709373,-0.0454074554145336,0.0079346485435962,0.0079346485435962,4.033459186553955,4.027894020080566
mistral_7b,14,neutral_nonopposite::neutral::008,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,fork,spoon,preference_control,0.0,0.0,-0.1406041830778122,-0.1178797036409378,-0.0227244794368743,0.0227244794368743,-0.1406041830778122,-0.1178797036409378,-0.0227244794368743,0.0227244794368743,-0.0349577777087688,-0.0299085732549428,-0.0050492044538259,0.0050492044538259,4.022114276885986,3.9413349628448486
mistral_7b,14,neutral_nonopposite::neutral::009,neutral_nonopposite,neutral_nonopposite,neutral,nonopposite,cup,bowl,preference_control,0.0,0.0,-0.1609169095754623,-0.1279487311840057,-0.0329681783914566,0.0329681783914566,-0.1609169095754623,-0.1279487311840057,-0.0329681783914566,0.0329681783914566,-0.0403209999203681,-0.0319497436285018,-0.0083712562918663,0.0083712562918663,3.990895748138428,4.004687309265137
