model_name,target_layer,item_id,prompt_id,mode,statement_truth,a,b,correct,incorrect,primary_margin_slope,numeric_correct_margin_slope,assent_margin_slope,verification_correct_margin_slope,candidate_accuracy_slope
mistral_7b,14,arith_000,arith_000::direct_numeric,direct_numeric,,23,21,44,45,0.10795405236157454,0.10795405236157454,,,5.2927805984958746e-17
mistral_7b,14,arith_000,arith_000::verification_false,verification_false,False,23,21,44,45,8.467285156250004,,8.467285156250004,-8.467285156250004,-0.27272727272727276
mistral_7b,14,arith_000,arith_000::verification_true,verification_true,True,23,21,44,45,5.889470880681822,,5.889470880681822,5.889470880681822,0.09090909090909102
mistral_7b,14,arith_001,arith_001::direct_numeric,direct_numeric,,7,33,40,35,-0.8435630906711927,-0.8435630906711927,,,0.0
mistral_7b,14,arith_001,arith_001::verification_false,verification_false,False,7,33,40,35,5.564719460227273,,5.564719460227273,-5.564719460227273,0.0
mistral_7b,14,arith_001,arith_001::verification_true,verification_true,True,7,33,40,35,8.321999289772728,,8.321999289772728,8.321999289772728,0.2727272727272728
mistral_7b,14,arith_002,arith_002::direct_numeric,direct_numeric,,6,13,19,22,-1.8132075938311498,-1.8132075938311498,,,5.2927805984958746e-17
mistral_7b,14,arith_002,arith_002::verification_false,verification_false,False,6,13,19,22,8.041370738636365,,8.041370738636365,-8.041370738636365,-0.4090909090909092
mistral_7b,14,arith_002,arith_002::verification_true,verification_true,True,6,13,19,22,6.457475142045456,,6.457475142045456,6.457475142045456,5.2927805984958746e-17
mistral_7b,14,arith_003,arith_003::direct_numeric,direct_numeric,,47,24,71,63,-0.1335323723879726,-0.1335323723879726,,,5.2927805984958746e-17
mistral_7b,14,arith_003,arith_003::verification_false,verification_false,False,47,24,71,63,8.52805397727273,,8.52805397727273,-8.52805397727273,-0.27272727272727276
mistral_7b,14,arith_003,arith_003::verification_true,verification_true,True,47,24,71,63,8.439275568181822,,8.439275568181822,8.439275568181822,0.2727272727272728
mistral_7b,14,arith_004,arith_004::direct_numeric,direct_numeric,,16,17,33,30,-0.35227195783095006,-0.35227195783095006,,,5.2927805984958746e-17
mistral_7b,14,arith_004,arith_004::verification_false,verification_false,False,16,17,33,30,6.61115056818182,,6.61115056818182,-6.61115056818182,0.0
mistral_7b,14,arith_004,arith_004::verification_true,verification_true,True,16,17,33,30,6.32510653409091,,6.32510653409091,6.32510653409091,5.2927805984958746e-17
mistral_7b,14,arith_005,arith_005::direct_numeric,direct_numeric,,37,21,58,55,-0.09659120711413355,-0.09659120711413355,,,5.2927805984958746e-17
mistral_7b,14,arith_005,arith_005::verification_false,verification_false,False,37,21,58,55,5.012428977272729,,5.012428977272729,-5.012428977272729,0.0
mistral_7b,14,arith_005,arith_005::verification_true,verification_true,True,37,21,58,55,5.966708096590911,,5.966708096590911,5.966708096590911,0.09090909090909102
mistral_7b,14,arith_006,arith_006::direct_numeric,direct_numeric,,30,7,37,46,0.3624987602233866,0.3624987602233866,,,5.2927805984958746e-17
mistral_7b,14,arith_006,arith_006::verification_false,verification_false,False,30,7,37,46,6.154474431818183,,6.154474431818183,-6.154474431818183,-0.09090909090909095
mistral_7b,14,arith_006,arith_006::verification_true,verification_true,True,30,7,37,46,3.2138671875000013,,3.2138671875000013,3.2138671875000013,5.2927805984958746e-17
mistral_7b,14,arith_007,arith_007::direct_numeric,direct_numeric,,35,31,66,70,-0.8352290391922012,-0.8352290391922012,,,5.2927805984958746e-17
mistral_7b,14,arith_007,arith_007::verification_false,verification_false,False,35,31,66,70,3.6807528409090926,,3.6807528409090926,-3.6807528409090926,0.0
