model_name,target_layer,item_id,prompt_id,mode,statement_truth,a,b,correct,incorrect,primary_margin_slope,numeric_correct_margin_slope,assent_margin_slope,verification_correct_margin_slope,candidate_accuracy_slope
qwen25_3b,26,arith_000,arith_000::direct_numeric,direct_numeric,,23,21,44,45,-2.0625000000000013,-2.0625000000000013,,,5.2927805984958746e-17
qwen25_3b,26,arith_000,arith_000::verification_false,verification_false,False,23,21,44,45,17.396495970812715,,17.396495970812715,-17.396495970812715,-0.5454545454545455
qwen25_3b,26,arith_000,arith_000::verification_true,verification_true,True,23,21,44,45,16.687081011858858,,16.687081011858858,16.687081011858858,0.5454545454545455
qwen25_3b,26,arith_001,arith_001::direct_numeric,direct_numeric,,7,33,40,35,5.369819207624957,5.369819207624957,,,5.2927805984958746e-17
qwen25_3b,26,arith_001,arith_001::verification_false,verification_false,False,7,33,40,35,15.345048899000348,,15.345048899000348,-15.345048899000348,-0.6363636363636364
qwen25_3b,26,arith_001,arith_001::verification_true,verification_true,True,7,33,40,35,17.101695738055497,,17.101695738055497,17.101695738055497,0.5454545454545455
qwen25_3b,26,arith_002,arith_002::direct_numeric,direct_numeric,,6,13,19,22,-1.5000008398836278,-1.5000008398836278,,,5.2927805984958746e-17
qwen25_3b,26,arith_002,arith_002::verification_false,verification_false,False,6,13,19,22,15.25575163147667,,15.25575163147667,-15.25575163147667,-0.5454545454545455
qwen25_3b,26,arith_002,arith_002::verification_true,verification_true,True,6,13,19,22,13.930322072722698,,13.930322072722698,13.930322072722698,0.6818181818181819
qwen25_3b,26,arith_003,arith_003::direct_numeric,direct_numeric,,47,24,71,63,-3.312500704418532,-3.312500704418532,,,5.2927805984958746e-17
qwen25_3b,26,arith_003,arith_003::verification_false,verification_false,False,47,24,71,63,18.3407626585527,,18.3407626585527,-18.3407626585527,-0.6363636363636364
qwen25_3b,26,arith_003,arith_003::verification_true,verification_true,True,47,24,71,63,18.027822359041735,,18.027822359041735,18.027822359041735,0.5454545454545455
qwen25_3b,26,arith_004,arith_004::direct_numeric,direct_numeric,,16,17,33,30,-1.1988636905496777,-1.1988636905496777,,,5.2927805984958746e-17
qwen25_3b,26,arith_004,arith_004::verification_false,verification_false,False,16,17,33,30,17.91928407820789,,17.91928407820789,-17.91928407820789,-0.6363636363636364
qwen25_3b,26,arith_004,arith_004::verification_true,verification_true,True,16,17,33,30,16.970417716286406,,16.970417716286406,16.970417716286406,0.5454545454545455
qwen25_3b,26,arith_005,arith_005::direct_numeric,direct_numeric,,37,21,58,55,1.0568181818181823,1.0568181818181823,,,5.2927805984958746e-17
qwen25_3b,26,arith_005,arith_005::verification_false,verification_false,False,37,21,58,55,17.687079781835735,,17.687079781835735,-17.687079781835735,-0.6363636363636364
qwen25_3b,26,arith_005,arith_005::verification_true,verification_true,True,37,21,58,55,18.25537888570266,,18.25537888570266,18.25537888570266,0.6363636363636365
qwen25_3b,26,arith_006,arith_006::direct_numeric,direct_numeric,,30,7,37,46,-10.267755811864678,-10.267755811864678,,,5.2927805984958746e-17
qwen25_3b,26,arith_006,arith_006::verification_false,verification_false,False,30,7,37,46,16.277695200660016,,16.277695200660016,-16.277695200660016,-0.5454545454545455
qwen25_3b,26,arith_006,arith_006::verification_true,verification_true,True,30,7,37,46,17.04368977655064,,17.04368977655064,17.04368977655064,0.5454545454545455
qwen25_3b,26,arith_007,arith_007::direct_numeric,direct_numeric,,35,31,66,70,-1.5398325053128321,-1.5398325053128321,,,5.2927805984958746e-17
qwen25_3b,26,arith_007,arith_007::verification_false,verification_false,False,35,31,66,70,17.191134257750083,,17.191134257750083,-17.191134257750083,-0.5454545454545455
